ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
45813079,251,753,HYUNDAI,Sonata,2012,Sedan,Yes,Petrol,2.4,151782 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
45802161,30583,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,120309 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45804961,51523,930,HYUNDAI,Tucson,2018,Jeep,Yes,Diesel,1.7,22100 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45732686,9418,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,39736 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45797420,8006,893,HYUNDAI,I30,2008,Hatchback,Yes,Diesel,1.6,62444 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45804507,22649,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,191264 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45802910,44711,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,146492 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45803947,21103,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,119310 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45729839,27065,629,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,104900 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45813716,17562,-,HYUNDAI,Veloster,2013,Hatchback,Yes,Petrol,1.6 Turbo,161600 km,4.0,Tiptronic,Front,02-Mar,Left wheel,White,0
45733401,47989,900,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2.4,81163 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45642759,17562,-,HYUNDAI,Elantra,2012,Sedan,No,Petrol,1.8,122000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,8
45804860,25264,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,191980 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45733708,49751,1017,HYUNDAI,Sonata,2017,Sedan,Yes,Petrol,2,43178 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45811062,24148,753,HYUNDAI,Tucson,2012,Jeep,Yes,Petrol,2.4,121300 km,4.0,Automatic,4x4,04-May,Left wheel,Blue,6
45732847,8467,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,679836 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
45801642,19707,629,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,138770 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45797465,20698,831,HYUNDAI,Elantra,2017,Sedan,Yes,LPG,1.6,120000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45732984,7809,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,503800 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
45802173,31317,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,139328 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45664654,470,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,202864 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0
45805155,23138,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,221000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45801838,14834,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,131443 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45506364,17876,749,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2.4,172800 km,4.0,Tiptronic,Front,04-May,Left wheel,White,8
45804165,27356,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,149546 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45813482,282,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,277614 km,4.0,Automatic,Front,04-May,Left wheel,White,0
45732331,50767,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,113060 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45796771,19369,781,HYUNDAI,H1,2012,Universal,Yes,Diesel,2.5,205425 km,4.0,Automatic,Front,04-May,Left wheel,Yellow,4
45731453,25763,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,273500 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45801485,13589,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,218000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45802969,21953,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,188044 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45742493,21639,-,HYUNDAI,Elantra GT,2013,Hatchback,No,Petrol,1.8,133280 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,10
45802783,25873,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,41203 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45730930,16091,836,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,100000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45729901,26770,730,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.6,95184 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45803410,7056,707,HYUNDAI,Sonata,2011,Sedan,Yes,LPG,2,61208 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45795764,21953,-,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,77600 km,4.0,Tiptronic,Front,04-May,Left wheel,White,12
45801445,16286,629,HYUNDAI,Accent,2015,Sedan,Yes,Diesel,1.6,39712 km,4.0,Automatic,Front,04-May,Left wheel,Red,4
45802816,56121,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,111875 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
45781634,25089,382,HYUNDAI,Sonata,2014,Sedan,Yes,Hybrid,2.4,98000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12
45732919,14279,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,176247 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45796765,17346,781,HYUNDAI,H1,2012,Universal,Yes,Diesel,2.5,230000 km,4.0,Automatic,Front,04-May,Left wheel,Yellow,4
45804915,15524,640,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,2,52303 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45451626,17876,585,HYUNDAI,Elantra sport limited,2013,Sedan,Yes,Petrol,1.8,117920 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,12
45804187,26149,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,72464 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45732729,6837,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,518650 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
45802458,8938,986,HYUNDAI,Grandeur,2010,Sedan,Yes,Petrol,2.4,78436 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45803576,9722,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,598779 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
45802094,20237,862,HYUNDAI,H1,2011,Universal,Yes,Diesel,2.5,247791 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45797245,21395,730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,138241 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45196673,100,-,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,77000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,8
45763345,470,765,HYUNDAI,Tucson,2015,Jeep,Yes,Petrol,2,106442 km,4.0,Automatic,Front,04-May,Left wheel,White,0
45797227,10976,528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,75000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45733420,52959,1017,HYUNDAI,Sonata,2017,Sedan,Yes,Petrol,2,13941 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45802853,93079,1174,HYUNDAI,Santa FE,2020,Jeep,Yes,Diesel,2.2,8803 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45654377,470,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,202864 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0
45803308,5175,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,537500 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
45812996,157,1051,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,2.4,68941 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
45801410,12720,475,HYUNDAI,Accent,2012,Sedan,Yes,Petrol,1.4,141000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45802769,40471,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,142000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45772170,94,441,HYUNDAI,Sonata,2015,Sedan,Yes,Hybrid,2.4,261928 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
45804463,27654,640,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,2,118409 km,4.0,Automatic,Front,04-May,Left wheel,Red,4
45780897,17249,-,HYUNDAI,Elantra,2011,Sedan,No,Petrol,1.8,74900 km,4.0,Automatic,Front,04-May,Left wheel,Black,10
45733140,15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,258706 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45185567,17249,753,HYUNDAI,Sonata Hybrid,2012,Sedan,Yes,Hybrid,2.4,128300 km,4.0,Tiptronic,Front,04-May,Left wheel,Carnelian red,8
45733288,12544,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,553481 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
45651695,392,831,HYUNDAI,Sonata,2011,Sedan,Yes,Hybrid,2.4,0 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
45732160,37476,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,185011 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45802318,36231,1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,182541 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45797457,22580,891,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,2,52000 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
45798246,21639,831,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,1.6,16687 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45732657,16935,1017,HYUNDAI,Sonata,2017,Sedan,Yes,LPG,2,227911 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45801480,14454,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,140000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45797371,28391,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,144000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45732640,15530,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,280016 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45802246,34108,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,97010 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45115390,17249,751,HYUNDAI,Sonata,2013,Sedan,Yes,Hybrid,2.4,115000 km,4.0,Automatic,Front,04-May,Left wheel,Carnelian red,8
37784235,31047,-,HYUNDAI,IX35,2011,Jeep,No,Petrol,2,118023 km,4.0,Tiptronic,4x4,04-May,Left wheel,Silver,12
45797264,34108,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,97010 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45733638,55932,1079,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2,50310 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45807906,45473,-,HYUNDAI,Tucson,2017,Jeep,No,Petrol,1.6 Turbo,11000 km,4.0,Tiptronic,4x4,04-May,Right-hand drive,Black,12
45769480,2195,645,HYUNDAI,Elantra,2011,Jeep,Yes,Petrol,1.8,308501 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
45801621,20005,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,96860 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45729828,27504,629,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,47562 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45802836,52263,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,108025 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45803046,34074,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,154115 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45732368,48048,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,121098 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45816090,314,753,HYUNDAI,Sonata,2012,Sedan,Yes,Petrol,2.4,323883 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
45769439,3763,584,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,110685 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45804408,42883,770,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,98841 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45802760,13495,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,55751 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45804109,28830,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,83662 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45802041,15241,707,HYUNDAI,Genesis,2011,Coupe,Yes,Petrol,2,117492 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45732789,17305,707,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2,157224 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45732955,15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,286095 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45803023,42337,1017,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,27453 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45769460,3763,751,HYUNDAI,Tucson,2013,Jeep,Yes,Petrol,2.4,53717 km,4.0,Automatic,4x4,04-May,Left wheel,Silver,0
45804150,27654,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,84154 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45801406,15681,730,HYUNDAI,Accent,2016,Sedan,Yes,Diesel,1.6,32104 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45732123,16913,697,HYUNDAI,Santa FE,2012,Jeep,Yes,Diesel,2.2,70304 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45732628,9938,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,493905 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45730143,25591,528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,140000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45804591,23521,-,HYUNDAI,Sonata,2013,Sedan,No,Petrol,2.4,56000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,8
45797582,20266,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,107523 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45732793,17186,642,HYUNDAI,Sonata,2012,Sedan,Yes,Petrol,2,157367 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45802788,47512,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,144333 km,4.0,Automatic,Front,04-May,Left wheel,White,4
44906353,20385,1051,HYUNDAI,Sonata,2016,Sedan,No,Petrol,2.4,72000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12
45801440,9408,531,HYUNDAI,Accent,2012,Hatchback,Yes,Diesel,1.6,60480 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45733273,11604,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,357150 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45731125,31082,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,170971 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45801892,33575,880,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,53871 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45795105,12858,-,HYUNDAI,Elantra,2012,Coupe,No,Petrol,1.8,87000 km,4.0,Tiptronic,Front,02-Mar,Left wheel,Black,6
45802896,35344,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,129927 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45816132,1725,749,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2.4,225734 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
45803695,15063,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,58401 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45803366,15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,322292 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45732808,15850,642,HYUNDAI,Sonata,2012,Sedan,Yes,Petrol,2,187794 km,4.0,Automatic,Front,04-May,Left wheel,Golden,4
45803766,27174,663,HYUNDAI,Tucson,2015,Jeep,Yes,Diesel,1.7,279276 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
45754179,15053,749,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2.4 Turbo,75200 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45732638,15530,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,301827 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45796491,42651,-,HYUNDAI,Santa FE,2013,Jeep,Yes,Petrol,2.4,88000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Grey,4
45804481,23207,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,144096 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
43022143,46728,765,HYUNDAI,Tucson,2015,Jeep,Yes,Diesel,2.0 Turbo,31000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,12
45802869,47217,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,149476 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45797074,36137,880,HYUNDAI,Elantra,2018,Sedan,Yes,LPG,1.6,47181 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45797948,17158,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,122740 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45781377,28000,-,HYUNDAI,H1,2012,Minivan,No,Diesel,2.5 Turbo,196000 km,4.0,Manual,Rear,04-May,Left wheel,White,2
45802159,30085,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,196654 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45763841,470,831,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,1.6,25635 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45753948,18817,639,HYUNDAI,Elantra,2014,Hatchback,No,Petrol,2,110000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,6
45802966,25810,642,HYUNDAI,Santa FE,2012,Jeep,Yes,Diesel,2,179421 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45802579,44878,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,70005 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45804677,35902,891,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,99821 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45732543,54807,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,59000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
44995718,43905,1202,HYUNDAI,Santa FE sport,2017,Jeep,No,Petrol,2.4,72000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Black,12
45804027,49864,1077,HYUNDAI,Tucson,2019,Jeep,Yes,Diesel,2,66500 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45803758,29777,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,130000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45801888,12849,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,113861 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45803317,21918,891,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,2,19088 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45803570,12544,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,548407 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
45792230,17719,1202,HYUNDAI,Sonata,2017,Sedan,No,Petrol,2.4,0 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
45804268,24709,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,107374 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45804892,35344,770,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,114435 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45787434,13172,645,HYUNDAI,Elantra,2011,Sedan,No,Petrol,1.8,150000 km,4.0,Tiptronic,Front,04-May,Left wheel,Sky blue,6
45803351,9252,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,603446 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
45798260,25299,730,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.6,79845 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45797224,17249,1141,HYUNDAI,Genesis,2012,Sedan,Yes,Petrol,3.8,94055 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45729857,27065,629,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,103825 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45802722,29777,642,HYUNDAI,Santa FE,2012,Jeep,Yes,Diesel,2,206608 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45797177,14454,530,HYUNDAI,Elantra,2013,Sedan,Yes,LPG,1.6,223849 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45654368,392,831,HYUNDAI,Sonata,2011,Sedan,Yes,Hybrid,2.4,0 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
45797751,19089,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,77483 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45550613,18503,585,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,117000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,8
45788918,20698,639,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2.0 Turbo,78000 km,4.0,Automatic,Front,04-May,Left wheel,Red,12
45738985,15681,-,HYUNDAI,Sonata,2012,Sedan,No,Petrol,2.4,180800 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,10
45802081,18500,1024,HYUNDAI,H1,2010,Universal,Yes,Diesel,2.5,222784 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45731762,47957,934,HYUNDAI,H1,2015,Universal,Yes,Diesel,2.5,40593 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45797238,28909,831,HYUNDAI,Elantra,2017,Sedan,Yes,Diesel,1.6,98000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45787565,15681,-,HYUNDAI,Tucson,2008,Jeep,No,Petrol,2,194286 km,2.0,Manual,4x4,04-May,Left wheel,Grey,0
45797386,28909,831,HYUNDAI,Elantra,2017,Sedan,Yes,LPG,1.6,37029 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45660708,282,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,226814 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
45801654,19416,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,143502 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45733098,13172,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,381135 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
45801000,21639,-,HYUNDAI,Veloster,2015,Hatchback,No,Petrol,1.6,17200 km,4.0,Tiptronic,Front,02-Mar,Left wheel,Red,10
45797535,36827,1249,HYUNDAI,H1,2017,Universal,Yes,Diesel,2.5,137000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45732376,54393,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,101671 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45797866,24860,1347,HYUNDAI,H1,2008,Minivan,Yes,Diesel,2.5,134955 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45815994,4077,751,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,111930 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
45802341,18346,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,76519 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45732353,39389,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,80186 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
45733265,11604,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,496592 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45758474,1333,831,HYUNDAI,Sonata,2011,Sedan,Yes,Hybrid,2.4,142741 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
45729789,27654,629,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,11261 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45802849,97235,1076,HYUNDAI,Santa FE,2020,Jeep,Yes,Diesel,2,43865 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45794848,19444,-,HYUNDAI,Veloster,2013,Sedan,Yes,Petrol,1.6 Turbo,73600 km,4.0,Automatic,Front,02-Mar,Left wheel,Blue,6
45815909,2901,1277,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2.4,45494 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45803290,5645,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,596900 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
45782836,13172,585,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,80000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,12
45803486,13172,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,369695 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
45790271,35438,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Petrol,2.0 Turbo,15000 km,4.0,Tiptronic,Front,02-Mar,Left wheel,Brown,12
45730747,20297,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,165000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45802858,49858,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,126465 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45764982,11917,639,HYUNDAI,Elantra,2014,Hatchback,No,Petrol,2,124226 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
45802485,25440,528,HYUNDAI,I30,2014,Hatchback,Yes,Petrol,1.6,71589 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45815884,11290,1277,HYUNDAI,Santa FE,2018,Sedan,Yes,Petrol,2.4,10990 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45797221,28382,810,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,54317 km,4.0,Automatic,Front,04-May,Left wheel,White,4
