ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
45765181,188,382,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,125358 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
45810267,27190,640,CHEVROLET,Malibu,2013,Sedan,Yes,Petrol,2,119150 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45764508,220,259,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,110958 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
45762514,470,583,CHEVROLET,Aveo,2011,Hatchback,Yes,Petrol,1.6,155536 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45810587,21796,1017,CHEVROLET,Orlando,2017,Jeep,Yes,LPG,2,27992 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45810157,10092,966,CHEVROLET,Lacetti,2009,Sedan,Yes,Diesel,2,186836 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45786022,19130,474,CHEVROLET,Volt,2013,Hatchback,No,Plug-in Hybrid,1.4,103000 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
44970768,28852,259,CHEVROLET,Volt,2014,Hatchback,Yes,Plug-in Hybrid,1.4,35000 km,4.0,Automatic,Front,04-May,Left wheel,Brown,10
45793271,13642,764,CHEVROLET,Orlando,2015,Jeep,Yes,Petrol,2,35762 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45808991,83251,2578,CHEVROLET,Camaro,2016,Cabriolet,Yes,Petrol,6.2,81142 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45615670,9722,473,CHEVROLET,Cruze,2014,Sedan,No,Petrol,1.4 Turbo,121000 km,4.0,Tiptronic,Front,04-May,Left wheel,Green,10
45809407,25763,639,CHEVROLET,Captiva,2014,Jeep,Yes,Diesel,2,98033 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45757310,3293,1086,CHEVROLET,Impala,2012,Sedan,Yes,Petrol,3.6,128195 km,6.0,Automatic,Front,04-May,Left wheel,Black,12
45801490,17000,474,CHEVROLET,Cruze,2013,Sedan,Yes,Petrol,1.4 Turbo,115000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,10
45793171,7213,397,CHEVROLET,Matiz,2011,Sedan,Yes,Petrol,1,38799 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45810485,30082,765,CHEVROLET,Orlando,2015,Jeep,Yes,Diesel,2,55838 km,4.0,Automatic,Front,04-May,Left wheel,Brown,4
45809023,22840,765,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2,91751 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45793287,14113,764,CHEVROLET,Orlando,2015,Jeep,Yes,Petrol,2,34329 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45805763,13172,521,CHEVROLET,Cruze RS,2011,Sedan,Yes,Petrol,1.4 Turbo,135000 km,4.0,Automatic,Front,>5,Left wheel,Red,12
45762282,627,475,CHEVROLET,Volt,2012,Jeep,Yes,Hybrid,1.4,188419 km,4.0,Automatic,Front,04-May,Left wheel,Red,0
45809332,21109,833,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.2,78541 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45789463,14426,475,CHEVROLET,Cruze,2012,Sedan,Yes,Petrol,1.4,108800 km,4.0,Tiptronic,Front,04-May,Left wheel,Carnelian red,0
45809769,12112,586,CHEVROLET,Cruze,2012,Sedan,Yes,Petrol,1.8,130000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45816465,7213,-,CHEVROLET,Lacetti,2005,Sedan,No,Petrol,1.6,200000 km,4.0,Manual,Front,04-May,Left wheel,Silver,2
45809230,36774,833,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.2,92825 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45773285,10976,2715,CHEVROLET,Silverado,2018,Sedan,Yes,Petrol,5.3,0 km,8.0,Automatic,Front,04-May,Left wheel,Blue,12
45682283,3,-,CHEVROLET,Cruze,2018,Sedan,No,Petrol,1.4,61000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,8
45810197,28909,891,CHEVROLET,Malibu,2016,Sedan,Yes,Petrol,2,108630 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45810576,17158,640,CHEVROLET,Orlando,2013,Jeep,Yes,Diesel,2,177864 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45759581,13015,562,CHEVROLET,Trax,2015,Jeep,No,Petrol,1.4 Turbo,90000 km,4.0,Automatic,4x4,04-May,Left wheel,White,0
45810272,25744,765,CHEVROLET,Malibu,2015,Sedan,Yes,Diesel,2,111365 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45793263,11604,488,CHEVROLET,Spark,2016,Sedan,Yes,Petrol,1,28904 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45792845,20068,843,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.2,63116 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45810959,18817,400,CHEVROLET,Volt,2018,Sedan,Yes,Hybrid,1.5,70720 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45812751,627,1080,CHEVROLET,Traverse,2014,Jeep,Yes,Petrol,3.6,151358 km,6.0,Automatic,Front,04-May,Left wheel,Red,12
45810075,42557,1091,CHEVROLET,Impala,2016,Sedan,Yes,Petrol,2.5,87722 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45768499,13172,474,CHEVROLET,Cruze,2013,Sedan,No,Petrol,1.4 Turbo,147000 km,4.0,Tiptronic,Front,04-May,Left wheel,Carnelian red,10
45755553,8467,784,CHEVROLET,Matiz,2006,Hatchback,No,LPG,1,132000 km,3.0,Automatic,Front,04-May,Left wheel,Black,4
45751555,1960,1202,CHEVROLET,Equinox,2017,Jeep,Yes,Petrol,2.4,115573 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45793374,7840,364,CHEVROLET,Spark,2012,Sedan,Yes,Petrol,1,32387 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45810577,16894,642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,156802 km,4.0,Automatic,Front,04-May,Left wheel,Golden,4
45801333,22580,650,CHEVROLET,Cruze,2016,Sedan,No,Petrol,1.4,64000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,8
45809062,23129,831,CHEVROLET,Captiva,2011,Jeep,Yes,Petrol,2.4,81344 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45810435,26096,891,CHEVROLET,Orlando,2016,Jeep,Yes,LPG,2,121940 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45793641,5331,1095,CHEVROLET,Captiva,2008,Jeep,Yes,Diesel,2,45777 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45771788,282,1408,CHEVROLET,HHR,2007,Jeep,Yes,Petrol,2.2,207442 km,4.0,Automatic,Front,04-May,Left wheel,Red,12
45789073,11290,473,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4 Turbo,126000 km,8.0,Automatic,Rear,04-May,Left wheel,Silver,6
45779745,15053,781,CHEVROLET,Cruze,2018,Sedan,No,Petrol,1.4,0 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
45765146,3763,259,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,138491 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
45810202,17923,707,CHEVROLET,Malibu,2011,Sedan,Yes,Petrol,2,149790 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45809338,23436,765,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2,72645 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
44855951,23364,442,CHEVROLET,Malibu Hybrid,2017,Sedan,No,Hybrid,1.8,39187 km,4.0,Automatic,Front,04-May,Left wheel,Grey,8
45779462,10976,521,CHEVROLET,Cruze,2011,Sedan,No,Petrol,1.4,131200 km,4.0,Automatic,Front,04-May,Left wheel,Red,6
45810398,21395,629,CHEVROLET,Orlando,2015,Jeep,Yes,Diesel,1.6,138541 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45810509,14953,364,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,1,155329 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45813111,188,259,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,140461 km,4.0,Automatic,Front,04-May,Left wheel,Red,12
45417431,14740,1288,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,54000 km,4.0,Tiptronic,Rear,04-May,Left wheel,White,6
45808874,29777,831,CHEVROLET,Aveo,2017,Sedan,Yes,Petrol,1.6,67122 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45792636,29793,1083,CHEVROLET,Camaro,2013,Coupe,Yes,Petrol,3.6,134400 km,6.0,Manual,Rear,02-Mar,Left wheel,Grey,8
45209364,10976,1187,CHEVROLET,Cruze,2014,Sedan,No,Petrol,1.4 Turbo,126000 km,4.0,Automatic,Front,04-May,Right-hand drive,Beige,6
45767416,862,259,CHEVROLET,Volt,2014,Jeep,Yes,Hybrid,1.4,133195 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
45719230,15053,738,CHEVROLET,Cruze,2017,Sedan,No,Petrol,1.4 Turbo,8960 km,4.0,Tiptronic,Front,04-May,Left wheel,White,10
45768762,392,521,CHEVROLET,Volt,2011,Hatchback,Yes,Hybrid,1.4,140171 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
45810127,11992,687,CHEVROLET,Lacetti,2010,Sedan,Yes,Petrol,1.6,133608 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45809192,41400,833,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.2,70003 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45793326,11604,489,CHEVROLET,Spark,2016,Sedan,Yes,Petrol,1,33492 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45812670,4704,738,CHEVROLET,Cruze,2017,Sedan,Yes,Petrol,1.4,150453 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45793236,18660,890,CHEVROLET,Orlando,2016,Jeep,Yes,Petrol,2,29703 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45789639,23521,-,CHEVROLET,Volt,2012,Sedan,Yes,Plug-in Hybrid,1.4,62000 km,4.0,Automatic,Front,04-May,Left wheel,White,10
45812514,862,749,CHEVROLET,Captiva,2014,Jeep,Yes,Petrol,2.4,195069 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45757123,2666,521,CHEVROLET,Volt,2011,Hatchback,Yes,Hybrid,1.4,288778 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
45775558,15053,475,CHEVROLET,Cruze,2012,Sedan,No,Petrol,1.4,115200 km,4.0,Tiptronic,Front,04-May,Left wheel,Carnelian red,8
45810229,21012,738,CHEVROLET,Cruze,2017,Hatchback,No,Petrol,1.4 Turbo,66000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,8
44916663,17249,-,CHEVROLET,Cruze,2014,Sedan,No,Petrol,1.4 Turbo,170000 km,4.0,Manual,Front,04-May,Left wheel,White,10
45793487,9252,1090,CHEVROLET,Captiva,2008,Jeep,Yes,Diesel,2,57438 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45793108,5175,789,CHEVROLET,Cruze,2009,Sedan,Yes,Petrol,1.6,177839 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45809854,16618,585,CHEVROLET,Cruze,2013,Sedan,Yes,Petrol,1.8,119791 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45504346,14113,475,CHEVROLET,Cruze,2012,Sedan,No,Petrol,1.4,100280 km,4.0,Tiptronic,Front,04-May,Left wheel,White,8
45793007,5802,876,CHEVROLET,Cruze,2009,Sedan,Yes,Petrol,1.8,156032 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45809823,11412,645,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.8,107271 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45417855,20385,650,CHEVROLET,Cruze,2016,Sedan,No,Petrol,1.4 Turbo,35500 km,4.0,Tiptronic,Front,04-May,Left wheel,Brown,8
45809662,10117,645,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.8,170000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45810099,44752,1091,CHEVROLET,Impala,2016,Sedan,Yes,Petrol,2.5,120428 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45813123,1019,382,CHEVROLET,Volt,2017,Hatchback,Yes,Plug-in Hybrid,1.5,102379 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
45793832,5488,1282,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,54785 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45789837,6899,1090,CHEVROLET,Captiva,2008,Jeep,Yes,Diesel,2,77778 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45793093,6868,836,CHEVROLET,Cruze,2010,Sedan,Yes,Diesel,2,47221 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45764559,784,382,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,81440 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
45810421,23602,730,CHEVROLET,Orlando,2016,Jeep,Yes,Diesel,1.6,110112 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45809838,1333,1533,CHEVROLET,Impala,2016,Sedan,Yes,Petrol,3.6,120696 km,6.0,Automatic,Front,04-May,Left wheel,Silver,12
45768350,10663,828,CHEVROLET,Malibu,2020,Sedan,Yes,Petrol,1.5,14162 km,4.0,Automatic,Front,04-May,Left wheel,Brown,12
45793531,7495,1090,CHEVROLET,Captiva,2008,Jeep,Yes,Diesel,2,71486 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45812653,3450,738,CHEVROLET,Cruze,2017,Sedan,Yes,Petrol,1.4,46261 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
45810652,13322,583,CHEVROLET,Spark,2018,Hatchback,Yes,Petrol,1,62499 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45810607,9543,426,CHEVROLET,Spark,2015,Hatchback,Yes,Petrol,1,101512 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45810580,15423,642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,229056 km,4.0,Automatic,Front,04-May,Left wheel,Red,4
45812680,2038,738,CHEVROLET,Cruze,2017,Sedan,Yes,Petrol,1.4,71498 km,4.0,Automatic,Front,04-May,Left wheel,Red,12
45792744,7370,530,CHEVROLET,Aveo,2012,Sedan,Yes,Petrol,1.6,83244 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45793506,11917,833,CHEVROLET,Captiva,2010,Jeep,Yes,Diesel,2,61232 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45810630,7370,364,CHEVROLET,Spark,2013,Minivan,Yes,Petrol,1,48143 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45809807,13987,640,CHEVROLET,Cruze,2013,Sedan,Yes,Diesel,2,184124 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45810462,14294,642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,258076 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45808958,18973,530,CHEVROLET,Aveo,2013,Hatchback,Yes,Petrol,1.6,71309 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
40132377,23521,1083,CHEVROLET,Camaro LS,2013,Coupe,No,Petrol,3.6,155253 km,6.0,Manual,Rear,02-Mar,Left wheel,Black,12
45552232,15524,738,CHEVROLET,Cruze LT,2017,Sedan,No,Petrol,1.4,26585 km,4.0,Automatic,Front,04-May,Left wheel,Grey,8
45643739,23834,-,CHEVROLET,Cruze,2017,Sedan,No,Petrol,1.4 Turbo,37474 km,4.0,Manual,Front,04-May,Left wheel,Silver,8
45792924,14426,638,CHEVROLET,Cruze,2014,Sedan,Yes,Diesel,2,66226 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
45810252,28608,639,CHEVROLET,Malibu,2014,Sedan,Yes,Petrol,2,76686 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45061254,18189,-,CHEVROLET,Volt,2013,Hatchback,No,Plug-in Hybrid,1.8,201193 km,4.0,Automatic,Front,04-May,Left wheel,Red,4
45761263,188,382,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,125358 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
45809715,10697,645,CHEVROLET,Cruze,2011,Sedan,Yes,Diesel,1.8,241768 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45538177,10976,-,HONDA,Odyssey,2006,Minivan,Yes,LPG,3.5,280000 km,6.0,Automatic,Front,04-May,Left wheel,Grey,14
45788160,13172,-,HONDA,Cr-v,2002,Jeep,No,Petrol,2.4,260000 km,4.0,Automatic,4x4,04-May,Left wheel,Silver,6
45809701,30891,697,HONDA,Civic,2015,Sedan,Yes,Petrol,1.8,100658 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45775973,14740,-,HONDA,Insight,2009,Sedan,No,Hybrid,1.3,156000 km,4.0,Variator,Front,04-May,Left wheel,Black,4
45809273,12548,308,HONDA,FIT,2015,Hatchback,Yes,Hybrid,1.5,98937 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45393935,10976,1266,HONDA,FIT,2014,Hatchback,No,Hybrid,1.5,114000 km,4.0,Automatic,4x4,04-May,Right-hand drive,Silver,12
45814390,10000,1268,HONDA,Insight,2012,Hatchback,No,Hybrid,1.5,102000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,8
45749534,4234,-,HONDA,Civic,1997,Hatchback,Yes,Petrol,1.4,0 km,4.0,Manual,Front,02-Mar,Left wheel,Blue,6
45765459,706,503,HONDA,FIT,2012,Jeep,Yes,Petrol,1.5,277856 km,4.0,Automatic,Front,04-May,Left wheel,White,0
45543179,8624,-,HONDA,FIT,2005,Hatchback,No,Petrol,1.5,190000 km,4.0,Variator,Front,04-May,Right-hand drive,Silver,2
45766664,1176,831,HONDA,Cr-v,2011,Jeep,Yes,Petrol,2.4,200960 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
45809554,34102,595,HONDA,FIT,2015,Hatchback,Yes,Petrol,1.5,65000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45454953,25,-,HONDA,Insight,2011,Hatchback,No,Hybrid,1.3,160000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45810074,66482,784,HONDA,Civic,2017,Coupe,Yes,Petrol,1.5,16639 km,4.0,Automatic,Front,04-May,Left wheel,Red,4
45805833,17421,-,HONDA,Odyssey,2006,Minivan,Yes,CNG,3.5,220000 km,6.0,Automatic,Front,04-May,Left wheel,White,8
45749565,30,-,HONDA,FIT,2003,Hatchback,No,Petrol,1.3,0 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4
45809221,5940,447,HONDA,FIT,2013,Hatchback,Yes,Hybrid,1.3,117058 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45265205,14269,1266,HONDA,"FIT ""S""- PAKETI.",2014,Sedan,No,Hybrid,1.5,76000 km,4.0,Tiptronic,Front,04-May,Right-hand drive,Black,8
45810106,48261,891,HONDA,Civic,2016,Sedan,Yes,Petrol,2,22601 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45809661,41538,749,HONDA,Civic,2014,Coupe,Yes,Petrol,2.4,58000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45793572,5645,-,HONDA,Civic,1997,Hatchback,No,Petrol,1.4,300000 km,4.0,Manual,Front,02-Mar,Left wheel,White,2
45770276,11290,-,HONDA,Step Wagon,2005,Minivan,No,LPG,2,162000 km,4.0,Automatic,4x4,>5,Right-hand drive,Beige,2
45809401,3136,1058,HONDA,Odyssey,2012,Sedan,Yes,Petrol,3.5,0 km,6.0,Automatic,Front,04-May,Left wheel,Grey,12
45768663,4234,584,HONDA,Civic,2014,Sedan,Yes,Petrol,1.8,111149 km,4.0,Automatic,Front,04-May,Left wheel,Brown,12
45653128,706,574,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,189571 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
45809594,44611,690,HONDA,Civic,2016,Sedan,Yes,Petrol,1.5,72066 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45788443,13485,-,HONDA,FIT,2011,Hatchback,No,Hybrid,1.3,97000 km,4.0,Variator,Front,04-May,Right-hand drive,Green,6
45694708,21953,-,HONDA,Civic Hybrid,2014,Sedan,No,Hybrid,1.5,140000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
43968112,35,-,HONDA,FIT,2005,Hatchback,No,Petrol,1.5,183000 km,4.0,Tiptronic,Front,04-May,Right-hand drive,Silver,5
45809718,74796,830,HONDA,Civic,2019,Hatchback,Yes,Petrol,1.5,12000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45622667,7527,1111,HONDA,FIT,2012,Hatchback,No,Petrol,1.3,62000 km,4.0,Tiptronic,Front,04-May,Right-hand drive,White,6
45758462,13172,-,HONDA,Insight LX,2011,Hatchback,No,Hybrid,1.3,198000 km,4.0,Variator,Front,04-May,Left wheel,Blue,6
45761900,7213,-,HONDA,FIT,2004,Hatchback,No,Petrol,1.3,15200 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4
45786818,8467,1111,HONDA,FIT,2012,Hatchback,No,Hybrid,1.3,60000 km,4.0,Variator,Front,04-May,Right-hand drive,Black,4
45809290,5758,447,HONDA,FIT,2013,Hatchback,Yes,Hybrid,1.3,116581 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45809162,12184,446,HONDA,FIT,2014,Hatchback,Yes,Petrol,1.3,117811 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
45809847,44862,891,HONDA,Civic,2016,Sedan,Yes,Petrol,2,36808 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45757612,392,585,HONDA,Civic,2013,Sedan,Yes,Petrol,1.8,162520 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
42839062,45,-,HONDA,FIT,2006,Sedan,Yes,Petrol,1.3,180000 km,12.0,Automatic,Front,04-May,Right-hand drive,Black,2
45809654,5018,697,HONDA,Civic,2015,Sedan,Yes,Petrol,1.8,64522 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
45767966,220,574,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,184250 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
45787143,19817,-,HONDA,Insight,2013,Coupe,No,Hybrid,1.3,126000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,8
45784404,4704,-,HONDA,Civic,1992,Sedan,No,Petrol,1.5,0 km,4.0,Manual,Front,04-May,Left wheel,White,0
41337510,40,-,HONDA,FIT,2005,Hatchback,No,Petrol,1.5,150000 km,4.0,Automatic,Front,04-May,Right-hand drive,Grey,4
45809964,29762,585,HONDA,Civic,2013,Sedan,Yes,Petrol,1.8,155465 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45653494,706,490,HONDA,Insight,2011,Hatchback,Yes,Hybrid,1.3,288704 km,4.0,Automatic,Front,04-May,Left wheel,White,0
45748721,30,-,HONDA,FIT,2005,Hatchback,No,Petrol,1.3,0 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4
45767292,7213,490,HONDA,Insight,2011,Hatchback,Yes,Hybrid,1.3,195030 km,4.0,Variator,Front,04-May,Left wheel,Black,6
45801299,26030,749,HONDA,Cr-v,2014,Jeep,No,Petrol,2.4,49000 km,4.0,Automatic,4x4,04-May,Left wheel,Silver,0
45789119,12544,574,HONDA,Insight,2010,Sedan,No,Hybrid,1.3,173000 km,4.0,Automatic,Front,04-May,Left wheel,Black,8
45755504,862,784,HONDA,Civic,2017,Sedan,Yes,Petrol,1.5,0 km,4.0,Automatic,Front,04-May,Left wheel,White,12
40680655,50,-,HONDA,FIT,2007,Sedan,Yes,Petrol,1.3,10000 km,4.0,Variator,Front,04-May,Right-hand drive,Blue,4
45809359,17813,447,HONDA,FIT,2013,Universal,Yes,Petrol,1.3,68614 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45770379,14740,-,HONDA,Insight,2010,Hatchback,No,LPG,1.3,320000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45813012,11290,-,HONDA,FIT,2013,Hatchback,No,Petrol,1.5,120000 km,4.0,Variator,Front,04-May,Right-hand drive,Grey,4
45480524,8781,-,HONDA,Cr-v,2000,Jeep,Yes,CNG,2,1346320 km,4.0,Automatic,4x4,04-May,Left wheel,White,4
45810086,60897,690,HONDA,Civic,2016,Sedan,Yes,Petrol,1.5,25439 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45756978,9722,-,HONDA,FIT,2006,Hatchback,No,Petrol,1.5,185000 km,4.0,Manual,Front,04-May,Right-hand drive,White,2
45809345,16719,502,HONDA,FIT,2013,Hatchback,Yes,Hybrid,1.5,154400 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45809563,19378,585,HONDA,Civic,2013,Sedan,Yes,Petrol,1.8,170000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45776611,21500,831,HONDA,Cr-v,2011,Jeep,Yes,Petrol,2.4,116000 km,4.0,Automatic,4x4,04-May,Left wheel,Brown,12
45757596,2587,830,HONDA,Accord,2019,Coupe,Yes,Petrol,1.5,16666 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45809839,34889,891,HONDA,Civic,2016,Sedan,Yes,Petrol,2,87768 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
45766792,12858,-,HONDA,FIT,2012,Sedan,No,Hybrid,1.3,147000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,6
45606163,3000,-,HONDA,FIT,2004,Hatchback,No,Petrol,1.3,11111 km,2.0,Automatic,Front,04-May,Right-hand drive,White,6
45794572,7500,-,HONDA,FIT,2003,Hatchback,No,Petrol,1.3,230000 km,4.0,Variator,Front,04-May,Right-hand drive,Silver,0
45764120,9408,-,HONDA,FIT,2007,Hatchback,No,Petrol,1.5,180000 km,4.0,Variator,Front,04-May,Right-hand drive,Blue,4
45813679,5018,502,HONDA,Civic,2013,Sedan,Yes,Hybrid,1.5,118240 km,4.0,Automatic,Front,04-May,Left wheel,White,0
45770255,18817,690,HONDA,FIT,2016,Hatchback,No,Petrol,1.5,49600 km,4.0,Automatic,Front,04-May,Left wheel,White,6
45675929,12544,878,HONDA,Civic,2009,Sedan,Yes,Petrol,1.8,75000 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45794124,6586,-,HONDA,Cr-v,1998,Jeep,No,LPG,2,100000 km,4.0,Automatic,4x4,04-May,Right-hand drive,Silver,12
45656690,4861,308,HONDA,Civic,2015,Sedan,Yes,Hybrid,1.5,49272 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0
45768286,7000,-,HONDA,Fit Aria,2003,Hatchback,No,Petrol,1.5 Turbo,140203 km,16.0,Automatic,Front,04-May,Right-hand drive,Silver,2
45808286,8311,986,HONDA,Cr-v,2010,Jeep,Yes,Petrol,2.4,106312 km,4.0,Automatic,4x4,04-May,Left wheel,Silver,12
45748741,30,-,HONDA,FIT,2006,Hatchback,No,Petrol,1.3,0 km,4.0,Automatic,Front,04-May,Right-hand drive,White,4
45763182,220,574,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,184250 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
